timestamps,TP9,AF7,AF8,TP10,Right AUX
1586550512.793,77.148,28.320,34.668,68.359,-38.574
1586550512.797,-6.836,24.414,34.668,27.832,-19.043
1586550512.801,21.484,25.391,31.738,26.367,34.668
1586550512.804,91.309,23.926,30.762,62.012,-19.531
1586550512.808,96.680,23.438,30.762,74.707,11.719
1586550512.812,12.695,27.832,29.785,33.691,13.672
1586550512.816,7.812,25.879,28.320,19.043,-21.484
1586550512.820,70.801,23.926,29.785,49.805,16.602
1586550512.824,106.445,21.973,30.273,73.730,17.578
1586550512.828,25.391,22.949,28.320,41.016,-46.875
1586550512.832,-22.461,23.438,28.809,11.719,-15.625
1586550512.836,44.922,22.461,29.297,27.832,15.625
1586550512.840,115.723,22.461,27.344,62.500,35.645
1586550512.844,58.105,24.414,28.809,52.734,42.480
1586550512.847,-15.625,24.902,31.250,20.020,43.457
1586550512.851,35.645,22.461,30.273,20.508,76.660
1586550512.855,107.422,25.879,28.320,49.805,67.383
1586550512.859,77.637,30.273,29.297,55.664,73.242
1586550512.863,-7.812,28.320,31.738,16.113,33.203
1586550512.867,7.812,28.320,31.250,14.648,-3.418
1586550512.871,75.684,27.832,29.785,46.875,55.664
1586550512.875,100.098,27.832,31.738,66.406,76.660
1586550512.879,8.789,32.227,30.762,36.133,49.316
1586550512.883,-14.160,31.250,31.738,17.578,41.016
1586550512.887,66.406,31.250,37.109,41.016,13.672
1586550512.890,118.652,32.715,39.062,69.336,47.363
1586550512.894,42.969,26.367,36.621,45.410,83.008
1586550512.898,-7.812,28.809,36.621,17.578,54.688
1586550512.902,34.180,35.645,41.504,33.203,58.594
1586550512.906,91.797,33.203,40.039,61.523,94.238
1586550512.910,48.340,29.785,36.133,48.828,98.145
1586550512.914,-17.578,30.762,38.086,12.207,19.043
1586550512.918,22.461,32.227,36.133,16.602,29.785
1586550512.922,88.867,31.250,35.156,49.805,49.316
1586550512.926,82.520,31.738,36.133,56.152,43.945
1586550512.929,-5.371,30.273,36.133,16.602,54.199
1586550512.933,6.836,32.227,33.691,7.812,48.340
1586550512.937,79.590,34.180,33.691,37.598,61.035
1586550512.941,107.422,30.273,34.180,55.176,80.078
1586550512.945,24.902,33.203,35.156,26.855,72.266
1586550512.949,-15.625,36.133,33.203,10.254,107.422
1586550512.953,42.480,33.203,27.832,31.250,49.805
1586550512.957,94.238,31.738,28.809,60.547,-0.488
1586550512.961,26.367,29.297,36.621,40.527,41.992
1586550512.965,-28.320,29.785,37.598,0.977,57.617
1586550512.969,25.879,31.738,35.156,17.090,53.711
1586550512.972,91.309,31.250,36.621,58.594,-0.488
1586550512.976,65.918,33.203,38.086,52.734,-25.391
1586550512.980,-10.742,34.668,37.598,14.160,35.645
1586550512.984,4.883,31.738,35.645,13.184,106.934
1586550512.988,83.984,27.344,33.691,55.664,77.637
1586550512.992,90.820,31.738,34.180,65.430,72.754
1586550512.996,3.418,39.551,34.668,12.695,103.027
1586550513.000,-5.859,37.598,33.203,-1.953,55.664
1586550513.004,57.617,34.668,32.715,29.785,-7.324
1586550513.008,94.238,37.109,31.250,58.594,69.336
1586550513.012,4.883,38.086,31.738,32.227,43.945
1586550513.015,-28.320,34.668,34.668,8.789,-44.922
1586550513.019,44.922,33.691,32.715,31.738,-68.359
1586550513.023,106.934,33.203,30.762,62.500,-15.137
1586550513.027,37.598,29.297,35.645,40.039,22.949
1586550513.031,-39.551,28.809,38.086,3.418,-4.395
1586550513.035,0.000,32.227,37.109,9.277,16.113
1586550513.039,76.660,28.809,35.645,45.898,16.113
1586550513.043,63.965,29.785,37.109,55.176,57.129
1586550513.047,-19.531,33.203,39.551,7.324,18.555
1586550513.051,-0.488,32.715,35.645,-3.418,-5.371
1586550513.054,68.848,31.738,32.227,31.250,0.488
1586550513.058,87.402,32.227,31.250,50.781,26.367
1586550513.062,4.395,34.180,30.762,13.184,-2.441
1586550513.066,-14.160,34.180,32.715,-6.836,-50.293
1586550513.070,46.387,37.598,34.180,25.879,12.695
1586550513.074,86.914,38.574,33.691,56.152,78.613
1586550513.078,9.766,34.668,34.668,28.320,51.758
1586550513.082,-34.180,30.273,33.203,0.000,-52.734
1586550513.086,25.879,23.926,34.668,20.020,2.930
1586550513.090,86.914,27.344,36.133,53.711,64.453
1586550513.094,39.551,36.621,34.180,32.227,89.355
1586550513.097,-32.715,36.133,34.668,-14.160,42.969
1586550513.101,3.418,34.180,34.668,-0.488,-28.809
1586550513.105,76.172,35.156,33.691,44.434,-11.719
1586550513.109,64.941,33.691,32.227,51.270,35.156
1586550513.113,-21.484,33.691,33.203,12.207,8.301
1586550513.117,-14.648,33.203,36.133,4.395,7.812
1586550513.121,47.363,33.203,34.668,34.668,54.199
1586550513.125,76.172,33.203,33.691,52.734,47.363
1586550513.129,0.488,33.203,33.203,17.090,12.207
1586550513.133,-15.137,31.738,31.738,0.000,-5.859
1586550513.137,57.129,29.785,33.691,26.367,-2.441
1586550513.140,109.863,29.785,34.180,58.594,-1.953
1586550513.144,32.227,32.227,34.180,37.109,-6.348
1586550513.148,-26.855,33.203,31.738,6.348,-3.418
1586550513.152,24.414,31.738,33.691,23.926,40.039
1586550513.156,89.355,32.227,35.156,59.082,39.062
1586550513.160,50.781,35.156,34.180,50.781,32.715
1586550513.164,-25.391,32.715,37.598,14.648,33.691
1586550513.168,7.324,28.320,36.621,16.602,31.738
1586550513.172,84.473,30.273,34.668,47.363,64.941
1586550513.176,74.707,27.832,36.621,56.641,93.262
1586550513.179,-21.484,25.391,36.621,17.090,76.660
1586550513.183,-14.160,34.180,36.621,1.465,12.695
1586550513.187,59.082,37.598,36.133,28.809,17.090
1586550513.191,85.449,31.738,32.227,54.199,69.336
1586550513.195,0.488,29.297,33.691,28.320,87.891
1586550513.199,-25.879,28.809,35.645,3.906,63.477
1586550513.203,37.598,27.832,33.203,22.461,13.672
1586550513.207,95.215,29.785,29.297,61.523,14.160
1586550513.211,32.715,31.250,27.832,36.621,57.129
1586550513.215,-23.438,31.738,28.320,-0.977,51.270
1586550513.219,20.020,30.762,28.320,16.113,18.066
1586550513.222,84.961,34.180,31.738,46.875,0.488
1586550513.226,61.523,36.133,35.156,44.922,-37.598
1586550513.230,-21.973,35.156,37.109,12.695,-31.250
1586550513.234,0.977,32.715,36.621,9.766,-24.414
1586550513.238,68.848,31.738,33.203,36.133,-9.766
1586550513.242,79.102,31.250,32.715,47.852,25.391
1586550513.246,-2.441,26.367,35.645,19.043,18.066
1586550513.250,-12.695,27.344,30.762,2.441,1.465
1586550513.254,53.223,28.809,25.391,24.414,11.230
1586550513.258,91.797,29.297,27.832,54.199,2.930
1586550513.262,10.742,29.785,32.227,22.949,-10.742
1586550513.265,-22.461,27.832,35.645,0.000,62.012
1586550513.269,47.363,31.738,33.203,27.344,79.590
1586550513.273,107.910,33.203,31.250,59.570,32.227
1586550513.277,47.363,29.297,34.180,41.016,45.898
1586550513.281,-25.879,29.785,30.762,5.859,36.133
1586550513.285,17.578,31.738,30.273,19.043,51.758
1586550513.289,87.402,32.715,33.691,50.293,62.500
1586550513.293,62.012,34.668,33.691,46.387,22.949
1586550513.297,-33.203,34.180,34.668,11.230,29.785
1586550513.301,-13.672,33.691,29.785,1.953,33.203
1586550513.304,65.430,33.203,29.297,33.203,49.805
1586550513.308,83.984,32.227,34.668,54.199,32.715
1586550513.312,1.953,31.250,34.668,12.207,23.438
1586550513.316,-8.789,32.715,33.691,-4.883,64.453
1586550513.320,57.129,32.715,35.156,23.926,5.859
1586550513.324,95.703,24.902,34.668,58.105,-31.250
1586550513.328,18.066,27.832,34.668,36.621,43.945
1586550513.332,-27.344,29.785,35.645,8.789,56.641
1586550513.336,25.879,28.320,37.109,26.367,0.000
1586550513.340,86.426,33.203,36.133,60.059,7.324
1586550513.344,44.922,33.203,35.156,53.223,38.574
1586550513.347,-29.785,32.715,38.086,12.695,15.625
1586550513.351,9.766,32.715,35.645,12.207,25.391
1586550513.355,83.008,31.738,33.691,45.898,43.945
1586550513.359,71.289,31.738,34.668,55.664,15.137
1586550513.363,-15.137,31.250,35.645,20.508,15.625
1586550513.367,4.395,32.715,32.715,8.301,-10.742
1586550513.371,75.195,34.180,32.227,41.992,-6.348
1586550513.375,89.844,32.715,31.738,67.871,33.691
1586550513.379,-0.977,31.738,30.273,24.902,49.805
1586550513.383,-22.949,32.227,32.715,-3.418,43.945
1586550513.387,51.270,32.227,30.762,22.461,8.789
1586550513.390,95.703,32.227,32.227,58.105,32.227
1586550513.394,13.672,32.227,38.574,36.133,43.945
1586550513.398,-36.621,32.715,39.551,0.977,41.504
1586550513.402,19.531,34.180,38.086,20.508,0.977
1586550513.406,86.426,32.227,37.598,53.711,-58.594
1586550513.410,55.664,31.738,39.551,41.016,-28.320
1586550513.414,-21.973,32.715,38.574,4.395,43.457
1586550513.418,2.441,31.250,35.645,10.254,95.703
1586550513.422,79.590,30.273,34.180,50.781,50.293
1586550513.426,90.820,33.203,33.691,62.988,84.473
1586550513.429,-5.859,34.668,36.133,22.461,92.773
1586550513.433,-6.836,34.180,36.133,15.625,28.809
1586550513.437,72.266,29.297,35.645,45.410,36.621
1586550513.441,107.422,25.391,36.621,65.918,9.766
1586550513.445,25.879,30.273,35.156,31.738,21.973
1586550513.449,-18.555,33.203,31.738,5.859,26.855
1586550513.453,39.062,33.203,33.203,27.832,27.344
1586550513.457,98.145,32.227,36.621,61.035,41.992
1586550513.461,27.344,32.227,35.156,41.504,57.617
1586550513.465,-40.527,31.250,34.180,1.465,49.316
1586550513.469,11.719,33.691,36.621,11.719,48.340
1586550513.472,84.961,36.621,36.621,47.852,50.293
1586550513.476,64.453,36.133,37.109,46.875,1.465
1586550513.480,-17.578,34.668,41.016,12.695,-32.715
1586550513.484,-1.465,34.668,41.992,7.812,-34.668
1586550513.488,69.824,32.715,35.156,34.668,4.883
1586550513.492,85.938,32.227,30.273,51.270,68.848
1586550513.496,-6.836,33.691,36.133,17.578,27.832
1586550513.500,-22.461,33.691,40.527,5.859,-67.871
1586550513.504,51.270,34.180,39.551,34.180,-14.648
1586550513.508,98.145,34.668,40.527,59.570,30.762
1586550513.512,20.996,35.156,42.480,32.715,55.664
1586550513.515,-24.902,37.109,41.992,6.836,81.543
1586550513.519,35.645,36.621,36.133,24.902,18.555
1586550513.523,102.539,34.180,32.715,56.641,41.992
1586550513.527,47.852,35.645,33.691,42.969,67.383
1586550513.531,-35.645,33.691,32.227,8.789,-8.789
1586550513.535,10.742,32.715,33.691,23.926,21.484
1586550513.539,90.820,33.691,35.156,58.594,118.164
1586550513.543,78.125,29.297,35.156,53.711,68.848
1586550513.547,-5.859,30.273,36.621,19.531,-0.488
1586550513.551,-0.977,30.273,37.598,20.020,-27.832
1586550513.554,59.082,27.344,37.109,45.898,18.066
1586550513.558,79.590,22.949,37.598,65.918,24.414
1586550513.562,3.906,22.949,39.062,28.320,14.648
1586550513.566,-15.625,28.809,35.645,0.488,6.836
1586550513.570,41.504,30.273,32.715,17.578,-39.062
1586550513.574,90.820,31.250,34.668,43.945,-36.621
1586550513.578,13.672,28.320,36.133,21.973,26.367
1586550513.582,-40.039,28.320,32.715,-10.254,-6.836
1586550513.586,22.461,32.227,35.156,12.207,-40.039
1586550513.590,90.820,31.250,33.691,49.805,24.902
1586550513.594,57.129,34.668,29.785,44.922,42.480
1586550513.597,-15.137,38.574,33.691,7.812,17.578
1586550513.601,15.137,35.645,34.668,9.277,45.410
1586550513.605,76.660,32.227,34.668,52.734,101.074
1586550513.609,65.918,30.762,38.086,58.105,57.129
1586550513.613,-22.949,32.715,36.621,11.719,-18.066
1586550513.617,-18.066,32.715,33.203,-1.953,11.719
1586550513.621,53.711,29.785,35.156,31.738,36.133
1586550513.625,86.914,30.762,37.109,58.105,18.555
1586550513.629,5.371,29.297,38.086,20.996,29.785
1586550513.633,-23.926,27.344,36.621,-3.906,6.348
1586550513.637,35.645,27.344,32.715,21.484,-27.832
1586550513.640,82.031,29.297,30.762,56.641,18.555
1586550513.644,19.531,31.738,31.250,32.715,53.711
