timestamps,TP9,AF7,AF8,TP10,Right AUX
1586550099.152,78.125,35.156,34.668,26.855,-23.926
1586550099.156,123.047,36.133,37.598,55.664,12.695
1586550099.160,-25.879,36.133,39.062,0.977,-12.207
1586550099.164,-63.965,38.574,36.621,-20.020,-34.180
1586550099.168,51.270,39.551,37.109,19.531,-5.371
1586550099.172,148.926,40.039,39.062,60.547,-9.766
1586550099.176,29.297,40.527,39.062,25.391,-12.695
1586550099.179,-74.219,39.551,37.109,-16.113,19.043
1586550099.183,8.301,40.039,33.691,9.766,24.902
1586550099.187,144.531,40.039,33.691,63.477,28.809
1586550099.191,82.031,40.039,35.645,42.480,6.836
1586550099.195,-55.664,39.062,37.598,-9.766,-24.902
1586550099.199,-17.578,41.504,39.062,0.000,-35.645
1586550099.203,125.488,40.039,39.551,54.199,14.648
1586550099.207,124.512,38.086,38.086,59.082,18.555
1586550099.211,-33.691,38.086,37.109,-2.441,-1.465
1586550099.215,-52.734,33.691,37.598,-17.578,27.344
1586550099.219,67.871,31.250,38.086,27.344,8.789
1586550099.222,137.695,30.762,39.062,62.988,74.707
1586550099.226,-0.977,31.250,40.527,15.625,89.844
1586550099.230,-64.941,31.738,38.086,-19.043,62.012
1586550099.234,41.992,30.762,37.598,17.578,39.551
1586550099.238,155.762,30.762,37.109,58.105,-15.137
1586550099.242,49.805,33.203,36.133,15.625,-8.789
1586550099.246,-66.895,30.273,37.598,-32.715,1.465
1586550099.250,-8.789,28.320,39.551,-7.324,0.000
1586550099.254,124.023,30.273,38.086,50.781,11.719
1586550099.258,78.613,28.809,39.062,42.969,55.664
1586550099.261,-64.453,28.809,41.504,-15.625,47.852
1586550099.265,-37.598,31.250,38.574,-15.137,-3.418
1586550099.269,102.539,30.273,37.109,40.039,1.953
1586550099.273,123.047,30.762,38.574,50.781,13.184
1586550099.277,-36.621,33.691,40.039,-3.418,-16.113
1586550099.281,-67.383,34.668,41.016,-23.438,-1.953
1586550099.285,56.152,32.715,40.039,17.090,3.906
1586550099.289,143.555,32.715,38.086,65.918,27.832
1586550099.293,10.742,32.715,39.062,19.043,24.902
1586550099.297,-70.801,30.762,39.062,-24.902,-21.973
1586550099.301,26.855,30.762,40.527,10.254,32.227
1586550099.304,147.461,31.250,40.527,59.082,45.898
1586550099.308,54.688,31.738,39.551,30.273,7.812
1586550099.312,-65.918,33.691,38.574,-19.531,44.922
1586550099.316,-5.859,32.715,40.039,-5.859,39.062
1586550099.320,140.137,31.738,36.133,49.805,42.969
1586550099.324,107.910,37.109,33.691,44.922,94.727
1586550099.328,-55.664,38.086,37.109,-12.695,98.145
1586550099.332,-54.199,34.180,39.551,-18.066,42.969
1586550099.336,81.543,34.668,35.645,28.320,30.273
1586550099.340,123.535,38.086,33.203,50.293,60.547
1586550099.344,-30.762,35.156,36.621,2.441,56.152
1586550099.347,-75.195,31.250,34.668,-24.414,27.344
1586550099.351,45.410,33.203,33.203,13.184,20.508
1586550099.355,142.090,36.133,34.180,60.547,33.203
1586550099.359,14.648,33.203,35.156,16.602,1.953
1586550099.363,-70.801,27.832,35.645,-28.320,1.465
1586550099.367,19.043,31.250,33.691,7.812,60.059
1586550099.371,146.973,32.227,34.668,62.500,14.648
1586550099.375,66.895,31.738,38.574,36.133,-31.738
1586550099.379,-70.801,33.691,38.086,-15.625,-10.742
